EXPTYPE	SAMPLE	TYPE	COUNT
ces	ces_32.sample_CH01214	LOW	4498
ces	ces_32.sample_CH01215	HIGH	119
ces	ces_32.sample_CH01215	MODERATE	3060
ces	ces_32.sample_CH01215	MODIFIER	900
ces	ces_32.sample_CH01215	LOW	4409
ces	ces_32.sample_CH01216	HIGH	140
ces	ces_32.sample_CH01216	MODERATE	2948
ces	ces_32.sample_CH01216	MODIFIER	902
ces	ces_32.sample_CH01216	LOW	4368
ces	ces_32.sample_CH01217	HIGH	129
ces	ces_32.sample_CH01217	MODERATE	2882
ces	ces_32.sample_CH01217	MODIFIER	885
ces	ces_32.sample_CH01217	LOW	4300
ces	ces_32.sample_CH01218	HIGH	146
ces	ces_32.sample_CH01218	MODERATE	2990
ces	ces_32.sample_CH01218	MODIFIER	923
ces	ces_32.sample_CH01218	LOW	4342
ces	ces_32.sample_CH01219	HIGH	127
ces	ces_32.sample_CH01219	MODERATE	2921
ces	ces_32.sample_CH01219	MODIFIER	868
ces	ces_32.sample_CH01219	LOW	4303
ces	ces_32.sample_CH01220	HIGH	122
ces	ces_32.sample_CH01220	MODERATE	2959
ces	ces_32.sample_CH01220	MODIFIER	916
ces	ces_32.sample_CH01220	LOW	4342
ces	ces_32.sample_CH01221	HIGH	133
ces	ces_32.sample_CH01221	MODERATE	2991
ces	ces_32.sample_CH01221	MODIFIER	888
ces	ces_32.sample_CH01221	LOW	4343
ces	ces_32.sample_CH01222	HIGH	126
ces	ces_32.sample_CH01222	MODERATE	2939
ces	ces_32.sample_CH01222	MODIFIER	877
ces	ces_32.sample_CH01222	LOW	4290
ces	ces_32.sample_CH01223	HIGH	57
ces	ces_32.sample_CH01223	MODERATE	1641
ces	ces_32.sample_CH01223	MODIFIER	429
ces	ces_32.sample_CH01223	LOW	2324
ces	ces_32.sample_CH01224	HIGH	134
ces	ces_32.sample_CH01224	MODERATE	2983
ces	ces_32.sample_CH01224	MODIFIER	885
ces	ces_32.sample_CH01224	LOW	4379
ces	ces_32.sample_CH01279	HIGH	163
ces	ces_32.sample_CH01279	MODERATE	3064
ces	ces_32.sample_CH01279	MODIFIER	928
ces	ces_32.sample_CH01279	LOW	4413
wes	run_1.sample_27	HIGH	560
wes	run_1.sample_27	MODERATE	10477
wes	run_1.sample_27	MODIFIER	11591
wes	run_1.sample_27	LOW	12196
wes	run_1.sample_59	HIGH	614
wes	run_1.sample_59	MODERATE	10818
wes	run_1.sample_59	MODIFIER	12337
wes	run_1.sample_59	LOW	12621
wes	run_1.sample_69	HIGH	618
wes	run_1.sample_69	MODERATE	11267
wes	run_1.sample_69	MODIFIER	12784
wes	run_1.sample_69	LOW	12861
wes	run_1.sample_70	HIGH	645
wes	run_1.sample_70	MODERATE	11360
wes	run_1.sample_70	MODIFIER	12883
wes	run_1.sample_70	LOW	12921
wes	run_1.sample_77	HIGH	587
wes	run_1.sample_77	MODERATE	11104
wes	run_1.sample_77	MODIFIER	12627
wes	run_1.sample_77	LOW	12803
wes	run_1.sample_78	HIGH	600
wes	run_1.sample_78	MODERATE	10951
wes	run_1.sample_78	MODIFIER	12384
wes	run_1.sample_78	LOW	12479
wes	run_10.sample_417	HIGH	687
wes	run_10.sample_417	MODERATE	11552
wes	run_10.sample_417	MODIFIER	13376
wes	run_10.sample_417	LOW	13149
wes	run_10.sample_470	HIGH	632
wes	run_10.sample_470	MODERATE	11488
wes	run_10.sample_470	MODIFIER	12884
wes	run_10.sample_470	LOW	12896
wes	run_10.sample_48	HIGH	608
wes	run_10.sample_48	MODERATE	11354
wes	run_10.sample_48	MODIFIER	12964
wes	run_10.sample_48	LOW	13101
wes	run_10.sample_49	HIGH	563
wes	run_10.sample_49	MODERATE	11305
wes	run_10.sample_49	MODIFIER	12316
wes	run_10.sample_49	LOW	12967
wes	run_10.sample_50	HIGH	705
wes	run_10.sample_50	MODERATE	11488
wes	run_10.sample_50	MODIFIER	13395
wes	run_10.sample_50	LOW	13067
wes	run_10.sample_524	HIGH	642
wes	run_10.sample_524	MODERATE	11210
wes	run_10.sample_524	MODIFIER	12986
wes	run_10.sample_524	LOW	12865
wes	run_10.sample_54	HIGH	665
wes	run_10.sample_54	MODERATE	11466
wes	run_10.sample_54	MODIFIER	12947
wes	run_10.sample_54	LOW	13052
wes	run_10.sample_561	HIGH	637
wes	run_10.sample_561	MODERATE	11372
wes	run_10.sample_561	MODIFIER	12958
wes	run_10.sample_561	LOW	13072
wes	run_10.sample_564	HIGH	627
wes	run_10.sample_564	MODERATE	11290
wes	run_10.sample_564	MODIFIER	12837
wes	run_10.sample_564	LOW	12953
wes	run_10.sample_75-16	HIGH	634
wes	run_10.sample_75-16	MODERATE	11471
wes	run_10.sample_75-16	MODIFIER	12870
wes	run_10.sample_75-16	LOW	12915
wes	run_11.sample_544	HIGH	611
wes	run_11.sample_544	MODERATE	11309
wes	run_11.sample_544	MODIFIER	12664
wes	run_11.sample_544	LOW	12929
wes	run_11.sample_554	HIGH	648
wes	run_11.sample_554	MODERATE	11404
wes	run_11.sample_554	MODIFIER	12923
wes	run_11.sample_554	LOW	12811
wes	run_11.sample_558	HIGH	611
wes	run_11.sample_558	MODERATE	11396
wes	run_11.sample_558	MODIFIER	13010
wes	run_11.sample_558	LOW	13092
wes	run_11.sample_565	HIGH	622
wes	run_11.sample_565	MODERATE	11468
wes	run_11.sample_565	MODIFIER	12728
wes	run_11.sample_565	LOW	12829
wes	run_11.sample_570	HIGH	627
wes	run_11.sample_570	MODERATE	11176
wes	run_11.sample_570	MODIFIER	12693
wes	run_11.sample_570	LOW	12809
wes	run_11.sample_578	HIGH	643
wes	run_11.sample_578	MODERATE	11482
wes	run_11.sample_578	MODIFIER	12974
wes	run_11.sample_578	LOW	12989
wes	run_11.sample_579	HIGH	633
wes	run_11.sample_579	MODERATE	11444
wes	run_11.sample_579	MODIFIER	12941
wes	run_11.sample_579	LOW	13039
wes	run_11.sample_580	HIGH	660
wes	run_11.sample_580	MODERATE	11196
wes	run_11.sample_580	MODIFIER	12747
wes	run_11.sample_580	LOW	12757
wes	run_11.sample_581	HIGH	648
wes	run_11.sample_581	MODERATE	11527
wes	run_11.sample_581	MODIFIER	13033
wes	run_11.sample_581	LOW	13098
wes	run_11.sample_582	HIGH	678
wes	run_11.sample_582	MODERATE	11178
wes	run_11.sample_582	MODIFIER	12606
wes	run_11.sample_582	LOW	12759
wes	run_12.sample_13	HIGH	597
wes	run_12.sample_13	MODERATE	11138
wes	run_12.sample_13	MODIFIER	12144
wes	run_12.sample_13	LOW	12506
wes	run_12.sample_231-16	HIGH	627
wes	run_12.sample_231-16	MODERATE	11230
wes	run_12.sample_231-16	MODIFIER	12356
wes	run_12.sample_231-16	LOW	12693
wes	run_12.sample_232-16	HIGH	644
wes	run_12.sample_232-16	MODERATE	11441
wes	run_12.sample_232-16	MODIFIER	12315
wes	run_12.sample_232-16	LOW	12759
wes	run_12.sample_29	HIGH	611
wes	run_12.sample_29	MODERATE	11171
wes	run_12.sample_29	MODIFIER	12499
wes	run_12.sample_29	LOW	12826
wes	run_12.sample_30	HIGH	618
wes	run_12.sample_30	MODERATE	11288
wes	run_12.sample_30	MODIFIER	12673
wes	run_12.sample_30	LOW	12837
wes	run_12.sample_31	HIGH	614
wes	run_12.sample_31	MODERATE	11204
wes	run_12.sample_31	MODIFIER	12503
wes	run_12.sample_31	LOW	12762
wes	run_12.sample_32	HIGH	611
wes	run_12.sample_32	MODERATE	11135
wes	run_12.sample_32	MODIFIER	12359
wes	run_12.sample_32	LOW	12845
wes	run_12.sample_BR51	HIGH	642
wes	run_12.sample_BR51	MODERATE	11391
wes	run_12.sample_BR51	MODIFIER	12320
wes	run_12.sample_BR51	LOW	12867
wes	run_12.sample_BR52	HIGH	611
wes	run_12.sample_BR52	MODERATE	11316
wes	run_12.sample_BR52	MODIFIER	12412
wes	run_12.sample_BR52	LOW	12800
wes	run_12.sample_BR53	HIGH	655
wes	run_12.sample_BR53	MODERATE	11361
wes	run_12.sample_BR53	MODIFIER	12553
wes	run_12.sample_BR53	LOW	12727
wes	run_14.sample_14	HIGH	634
wes	run_14.sample_14	MODERATE	11202
wes	run_14.sample_14	MODIFIER	12890
wes	run_14.sample_14	LOW	12829
wes	run_14.sample_15	HIGH	626
wes	run_14.sample_15	MODERATE	11258
wes	run_14.sample_15	MODIFIER	12998
wes	run_14.sample_15	LOW	12831
wes	run_14.sample_16	HIGH	660
wes	run_14.sample_16	MODERATE	11443
wes	run_14.sample_16	MODIFIER	12663
wes	run_14.sample_16	LOW	12757
wes	run_14.sample_17	HIGH	663
wes	run_14.sample_17	MODERATE	11401
wes	run_14.sample_17	MODIFIER	12797
wes	run_14.sample_17	LOW	13060
wes	run_14.sample_18	HIGH	658
wes	run_14.sample_18	MODERATE	11425
wes	run_14.sample_18	MODIFIER	12951
wes	run_14.sample_18	LOW	13020
wes	run_14.sample_2	HIGH	664
wes	run_14.sample_2	MODERATE	11484
wes	run_14.sample_2	MODIFIER	12878
wes	run_14.sample_2	LOW	13091
wes	run_14.sample_60	HIGH	604
wes	run_14.sample_60	MODERATE	11387
wes	run_14.sample_60	MODIFIER	12855
wes	run_14.sample_60	LOW	12930
wes	run_14.sample_61	HIGH	617
wes	run_14.sample_61	MODERATE	11288
wes	run_14.sample_61	MODIFIER	12781
wes	run_14.sample_61	LOW	12810
wes	run_14.sample_66	HIGH	670
wes	run_14.sample_66	MODERATE	11527
wes	run_14.sample_66	MODIFIER	12886
wes	run_14.sample_66	LOW	13076
wes	run_14.sample_67	HIGH	668
wes	run_14.sample_67	MODERATE	11253
wes	run_14.sample_67	MODIFIER	12768
wes	run_14.sample_67	LOW	12879
wes	run_15.sample_19	HIGH	610
wes	run_15.sample_19	MODERATE	11030
wes	run_15.sample_19	MODIFIER	12306
wes	run_15.sample_19	LOW	12571
wes	run_15.sample_20	HIGH	637
wes	run_15.sample_20	MODERATE	11268
wes	run_15.sample_20	MODIFIER	12505
wes	run_15.sample_20	LOW	12659
wes	run_15.sample_21	HIGH	656
wes	run_15.sample_21	MODERATE	11418
wes	run_15.sample_21	MODIFIER	12761
wes	run_15.sample_21	LOW	13010
wes	run_15.sample_22	HIGH	624
wes	run_15.sample_22	MODERATE	11401
wes	run_15.sample_22	MODIFIER	12277
wes	run_15.sample_22	LOW	12622
wes	run_15.sample_23	HIGH	604
wes	run_15.sample_23	MODERATE	11155
wes	run_15.sample_23	MODIFIER	12647
wes	run_15.sample_23	LOW	12547
wes	run_15.sample_24	HIGH	653
wes	run_15.sample_24	MODERATE	11410
wes	run_15.sample_24	MODIFIER	12654
wes	run_15.sample_24	LOW	12891
wes	run_15.sample_25	HIGH	618
wes	run_15.sample_25	MODERATE	11096
wes	run_15.sample_25	MODIFIER	12458
wes	run_15.sample_25	LOW	12649
wes	run_15.sample_33	HIGH	657
wes	run_15.sample_33	MODERATE	11274
wes	run_15.sample_33	MODIFIER	12790
wes	run_15.sample_33	LOW	12702
wes	run_15.sample_34	HIGH	712
wes	run_15.sample_34	MODERATE	12450
wes	run_15.sample_34	MODIFIER	14063
wes	run_15.sample_34	LOW	14142
wes	run_15.sample_35	HIGH	726
wes	run_15.sample_35	MODERATE	12439
wes	run_15.sample_35	MODIFIER	14040
wes	run_15.sample_35	LOW	14149
wes	run_15.sample_CH00277	HIGH	618
wes	run_15.sample_CH00277	MODERATE	11290
wes	run_15.sample_CH00277	MODIFIER	11841
wes	run_15.sample_CH00277	LOW	12851
wes	run_15.sample_CH00278	HIGH	630
wes	run_15.sample_CH00278	MODERATE	11327
wes	run_15.sample_CH00278	MODIFIER	12014
wes	run_15.sample_CH00278	LOW	12954
wes	run_15.sample_CH00279	HIGH	647
wes	run_15.sample_CH00279	MODERATE	11541
wes	run_15.sample_CH00279	MODIFIER	12376
wes	run_15.sample_CH00279	LOW	13168
wes	run_15.sample_CH00280	HIGH	1021
wes	run_15.sample_CH00280	MODERATE	11178
wes	run_15.sample_CH00280	MODIFIER	11661
wes	run_15.sample_CH00280	LOW	12563
wes	run_15.sample_CH00281	HIGH	620
wes	run_15.sample_CH00281	MODERATE	11235
wes	run_15.sample_CH00281	MODIFIER	12539
wes	run_15.sample_CH00281	LOW	12652
wes	run_15.sample_CH00282	HIGH	643
wes	run_15.sample_CH00282	MODERATE	11430
wes	run_15.sample_CH00282	MODIFIER	12118
wes	run_15.sample_CH00282	LOW	12993
wes	run_15.sample_CH00283	HIGH	633
wes	run_15.sample_CH00283	MODERATE	11343
wes	run_15.sample_CH00283	MODIFIER	12212
wes	run_15.sample_CH00283	LOW	12903
wes	run_15.sample_CH00284	HIGH	630
wes	run_15.sample_CH00284	MODERATE	11394
wes	run_15.sample_CH00284	MODIFIER	11750
wes	run_15.sample_CH00284	LOW	12889
wes	run_15.sample_CH00285	HIGH	613
wes	run_15.sample_CH00285	MODERATE	11544
wes	run_15.sample_CH00285	MODIFIER	11984
wes	run_15.sample_CH00285	LOW	12783
wes	run_15.sample_CH00286	HIGH	635
wes	run_15.sample_CH00286	MODERATE	11613
wes	run_15.sample_CH00286	MODIFIER	12426
wes	run_15.sample_CH00286	LOW	13153
wes	run_15.sample_CH00287	HIGH	649
wes	run_15.sample_CH00287	MODERATE	11433
wes	run_15.sample_CH00287	MODIFIER	12890
wes	run_15.sample_CH00287	LOW	13010
wes	run_15.sample_CH00288	HIGH	640
wes	run_15.sample_CH00288	MODERATE	11145
wes	run_15.sample_CH00288	MODIFIER	12483
wes	run_15.sample_CH00288	LOW	12628
wes	run_15.sample_CH00291	HIGH	609
wes	run_15.sample_CH00291	MODERATE	11136
wes	run_15.sample_CH00291	MODIFIER	12324
wes	run_15.sample_CH00291	LOW	12566
wes	run_15.sample_CH00292	HIGH	643
wes	run_15.sample_CH00292	MODERATE	11312
wes	run_15.sample_CH00292	MODIFIER	12374
wes	run_15.sample_CH00292	LOW	12567
wes	run_15.sample_CH00293	HIGH	650
wes	run_15.sample_CH00293	MODERATE	11242
wes	run_15.sample_CH00293	MODIFIER	12808
wes	run_15.sample_CH00293	LOW	12944
wes	run_15.sample_CH00294	HIGH	618
wes	run_15.sample_CH00294	MODERATE	11287
wes	run_15.sample_CH00294	MODIFIER	12823
wes	run_15.sample_CH00294	LOW	12839
wes	run_15.sample_CH00295	HIGH	657
wes	run_15.sample_CH00295	MODERATE	11404
wes	run_15.sample_CH00295	MODIFIER	12892
wes	run_15.sample_CH00295	LOW	12796
wes	run_15.sample_CH00296	HIGH	624
wes	run_15.sample_CH00296	MODERATE	11213
wes	run_15.sample_CH00296	MODIFIER	12591
wes	run_15.sample_CH00296	LOW	12724
wes	run_15.sample_CH00297	HIGH	621
wes	run_15.sample_CH00297	MODERATE	11198
wes	run_15.sample_CH00297	MODIFIER	12592
wes	run_15.sample_CH00297	LOW	12827
wes	run_15.sample_CH00298	HIGH	636
wes	run_15.sample_CH00298	MODERATE	11246
wes	run_15.sample_CH00298	MODIFIER	12506
wes	run_15.sample_CH00298	LOW	12765
wes	run_15.sample_CH00323	HIGH	659
wes	run_15.sample_CH00323	MODERATE	11473
wes	run_15.sample_CH00323	MODIFIER	12500
wes	run_15.sample_CH00323	LOW	12754
wes	run_15.sample_CH00324	HIGH	626
wes	run_15.sample_CH00324	MODERATE	11062
wes	run_15.sample_CH00324	MODIFIER	12153
wes	run_15.sample_CH00324	LOW	12610
wes	run_15.sample_CH00325	HIGH	596
wes	run_15.sample_CH00325	MODERATE	11064
wes	run_15.sample_CH00325	MODIFIER	12236
wes	run_15.sample_CH00325	LOW	12588
wes	run_15.sample_CH00326	HIGH	588
wes	run_15.sample_CH00326	MODERATE	11162
wes	run_15.sample_CH00326	MODIFIER	12350
wes	run_15.sample_CH00326	LOW	12645
wes	run_15.sample_CH00327	HIGH	613
wes	run_15.sample_CH00327	MODERATE	11230
wes	run_15.sample_CH00327	MODIFIER	12333
wes	run_15.sample_CH00327	LOW	12549
wes	run_15.sample_CH00328	HIGH	598
wes	run_15.sample_CH00328	MODERATE	11045
wes	run_15.sample_CH00328	MODIFIER	12510
wes	run_15.sample_CH00328	LOW	12552
wes	run_15.sample_CH00329	HIGH	641
wes	run_15.sample_CH00329	MODERATE	11355
wes	run_15.sample_CH00329	MODIFIER	12656
wes	run_15.sample_CH00329	LOW	12877
wes	run_15.sample_CH00330	HIGH	616
wes	run_15.sample_CH00330	MODERATE	11253
wes	run_15.sample_CH00330	MODIFIER	12339
wes	run_15.sample_CH00330	LOW	12882
ces	run_16.sample_BR21	HIGH	139
ces	run_16.sample_BR21	MODERATE	3000
ces	run_16.sample_BR21	MODIFIER	863
ces	run_16.sample_BR21	LOW	4352
ces	run_16.sample_BR55	HIGH	142
ces	run_16.sample_BR55	MODERATE	3072
ces	run_16.sample_BR55	MODIFIER	826
ces	run_16.sample_BR55	LOW	4344
ces	run_16.sample_BR59	HIGH	150
ces	run_16.sample_BR59	MODERATE	3030
ces	run_16.sample_BR59	MODIFIER	885
ces	run_16.sample_BR59	LOW	4389
ces	run_16.sample_BR60	HIGH	130
ces	run_16.sample_BR60	MODERATE	3117
ces	run_16.sample_BR60	MODIFIER	824
ces	run_16.sample_BR60	LOW	4386
ces	run_16.sample_BR63	HIGH	143
ces	run_16.sample_BR63	MODERATE	2998
ces	run_16.sample_BR63	MODIFIER	844
ces	run_16.sample_BR63	LOW	4433
ces	run_16.sample_BR64	HIGH	137
ces	run_16.sample_BR64	MODERATE	3047
ces	run_16.sample_BR64	MODIFIER	846
ces	run_16.sample_BR64	LOW	4415
ces	run_16.sample_BR69	HIGH	135
ces	run_16.sample_BR69	MODERATE	2985
ces	run_16.sample_BR69	MODIFIER	800
ces	run_16.sample_BR69	LOW	4412
ces	run_19.sample_2016CH00314BLD001A1	HIGH	135
ces	run_19.sample_2016CH00314BLD001A1	MODERATE	3039
ces	run_19.sample_2016CH00314BLD001A1	MODIFIER	873
ces	run_19.sample_2016CH00314BLD001A1	LOW	4423
ces	run_19.sample_2016CH00315BLD001A1	HIGH	122
ces	run_19.sample_2016CH00315BLD001A1	MODERATE	2924
ces	run_19.sample_2016CH00315BLD001A1	MODIFIER	873
ces	run_19.sample_2016CH00315BLD001A1	LOW	4226
ces	run_19.sample_2016CH00316BLD001A1	HIGH	122
ces	run_19.sample_2016CH00316BLD001A1	MODERATE	2855
ces	run_19.sample_2016CH00316BLD001A1	MODIFIER	911
ces	run_19.sample_2016CH00316BLD001A1	LOW	4190
ces	run_19.sample_2016CH00317BLD001A1	HIGH	139
ces	run_19.sample_2016CH00317BLD001A1	MODERATE	3039
ces	run_19.sample_2016CH00317BLD001A1	MODIFIER	920
ces	run_19.sample_2016CH00317BLD001A1	LOW	4431
ces	run_19.sample_2016CH00318BLD001A1	HIGH	128
ces	run_19.sample_2016CH00318BLD001A1	MODERATE	3033
ces	run_19.sample_2016CH00318BLD001A1	MODIFIER	913
ces	run_19.sample_2016CH00318BLD001A1	LOW	4489
ces	run_19.sample_2016CH00319BLD001A1	HIGH	124
ces	run_19.sample_2016CH00319BLD001A1	MODERATE	3045
ces	run_19.sample_2016CH00319BLD001A1	MODIFIER	920
ces	run_19.sample_2016CH00319BLD001A1	LOW	4413
ces	run_19.sample_2016CH00320BLD001A1	HIGH	124
ces	run_19.sample_2016CH00320BLD001A1	MODERATE	3124
ces	run_19.sample_2016CH00320BLD001A1	MODIFIER	942
ces	run_19.sample_2016CH00320BLD001A1	LOW	4483
ces	run_19.sample_2016CH00321BLD001A1	HIGH	139
ces	run_19.sample_2016CH00321BLD001A1	MODERATE	3025
ces	run_19.sample_2016CH00321BLD001A1	MODIFIER	921
ces	run_19.sample_2016CH00321BLD001A1	LOW	4394
ces	run_19.sample_2016CH00322BLD001A1	HIGH	151
ces	run_19.sample_2016CH00322BLD001A1	MODERATE	3037
ces	run_19.sample_2016CH00322BLD001A1	MODIFIER	917
ces	run_19.sample_2016CH00322BLD001A1	LOW	4378
ces	run_19.sample_2016CH00334BLD001A1	HIGH	154
ces	run_19.sample_2016CH00334BLD001A1	MODERATE	3031
ces	run_19.sample_2016CH00334BLD001A1	MODIFIER	925
ces	run_19.sample_2016CH00334BLD001A1	LOW	4433
wes	run_2.sample_79	HIGH	639
wes	run_2.sample_79	MODERATE	11234
wes	run_2.sample_79	MODIFIER	13852
wes	run_2.sample_79	LOW	13780
wes	run_2.sample_80	HIGH	619
wes	run_2.sample_80	MODERATE	11166
wes	run_2.sample_80	MODIFIER	13933
wes	run_2.sample_80	LOW	13803
wes	run_20.sample_CH00289	HIGH	629
wes	run_20.sample_CH00289	MODERATE	11342
wes	run_20.sample_CH00289	MODIFIER	12876
wes	run_20.sample_CH00289	LOW	13072
wes	run_20.sample_CH00308	HIGH	633
wes	run_20.sample_CH00308	MODERATE	11382
wes	run_20.sample_CH00308	MODIFIER	12984
wes	run_20.sample_CH00308	LOW	12946
wes	run_20.sample_CH00309	HIGH	628
wes	run_20.sample_CH00309	MODERATE	11280
wes	run_20.sample_CH00309	MODIFIER	12849
wes	run_20.sample_CH00309	LOW	12944
wes	run_20.sample_CH00310	HIGH	627
wes	run_20.sample_CH00310	MODERATE	11433
wes	run_20.sample_CH00310	MODIFIER	12892
wes	run_20.sample_CH00310	LOW	13092
wes	run_20.sample_CH00311	HIGH	646
wes	run_20.sample_CH00311	MODERATE	11370
wes	run_20.sample_CH00311	MODIFIER	12697
wes	run_20.sample_CH00311	LOW	12860
wes	run_20.sample_CH00532	HIGH	660
wes	run_20.sample_CH00532	MODERATE	11249
wes	run_20.sample_CH00532	MODIFIER	12707
wes	run_20.sample_CH00532	LOW	12806
wes	run_20.sample_CH00533	HIGH	632
wes	run_20.sample_CH00533	MODERATE	11371
wes	run_20.sample_CH00533	MODIFIER	13188
wes	run_20.sample_CH00533	LOW	13095
wes	run_20.sample_CH00632	HIGH	676
wes	run_20.sample_CH00632	MODERATE	11535
wes	run_20.sample_CH00632	MODIFIER	12988
wes	run_20.sample_CH00632	LOW	12950
wes	run_21.sample_CH00290	HIGH	621
wes	run_21.sample_CH00290	MODERATE	11303
wes	run_21.sample_CH00290	MODIFIER	12712
wes	run_21.sample_CH00290	LOW	12937
wes	run_21.sample_CH00299	HIGH	632
wes	run_21.sample_CH00299	MODERATE	11291
wes	run_21.sample_CH00299	MODIFIER	12501
wes	run_21.sample_CH00299	LOW	12837
wes	run_21.sample_CH00300	HIGH	595
wes	run_21.sample_CH00300	MODERATE	10905
wes	run_21.sample_CH00300	MODIFIER	12067
wes	run_21.sample_CH00300	LOW	12502
wes	run_21.sample_CH00301	HIGH	615
wes	run_21.sample_CH00301	MODERATE	11272
wes	run_21.sample_CH00301	MODIFIER	12464
wes	run_21.sample_CH00301	LOW	12694
wes	run_21.sample_CH00302	HIGH	639
wes	run_21.sample_CH00302	MODERATE	11243
wes	run_21.sample_CH00302	MODIFIER	12514
wes	run_21.sample_CH00302	LOW	12621
wes	run_21.sample_CH00303	HIGH	602
wes	run_21.sample_CH00303	MODERATE	10945
wes	run_21.sample_CH00303	MODIFIER	12206
wes	run_21.sample_CH00303	LOW	12559
wes	run_21.sample_CH00304	HIGH	627
wes	run_21.sample_CH00304	MODERATE	11415
wes	run_21.sample_CH00304	MODIFIER	12670
wes	run_21.sample_CH00304	LOW	13262
wes	run_21.sample_CH00305	HIGH	579
wes	run_21.sample_CH00305	MODERATE	11175
wes	run_21.sample_CH00305	MODIFIER	12482
wes	run_21.sample_CH00305	LOW	12666
wes	run_21.sample_CH00306	HIGH	598
wes	run_21.sample_CH00306	MODERATE	11115
wes	run_21.sample_CH00306	MODIFIER	12470
wes	run_21.sample_CH00306	LOW	12660
wes	run_21.sample_CH00307	HIGH	665
wes	run_21.sample_CH00307	MODERATE	11302
wes	run_21.sample_CH00307	MODIFIER	12637
wes	run_21.sample_CH00307	LOW	12985
ces	run_22.sample_BR0451	HIGH	114
ces	run_22.sample_BR0451	MODERATE	2633
ces	run_22.sample_BR0451	MODIFIER	754
ces	run_22.sample_BR0451	LOW	3946
ces	run_22.sample_BR0722	HIGH	93
ces	run_22.sample_BR0722	MODERATE	2429
ces	run_22.sample_BR0722	MODIFIER	674
ces	run_22.sample_BR0722	LOW	3550
ces	run_22.sample_BR0733	HIGH	106
ces	run_22.sample_BR0733	MODERATE	2523
ces	run_22.sample_BR0733	MODIFIER	730
ces	run_22.sample_BR0733	LOW	3754
ces	run_22.sample_BR0744	HIGH	94
ces	run_22.sample_BR0744	MODERATE	2536
ces	run_22.sample_BR0744	MODIFIER	751
ces	run_22.sample_BR0744	LOW	3655
ces	run_22.sample_BR0755	HIGH	128
ces	run_22.sample_BR0755	MODERATE	2620
ces	run_22.sample_BR0755	MODIFIER	740
ces	run_22.sample_BR0755	LOW	3847
ces	run_22.sample_BR0766	HIGH	112
ces	run_22.sample_BR0766	MODERATE	2366
ces	run_22.sample_BR0766	MODIFIER	641
ces	run_22.sample_BR0766	LOW	3568
ces	run_22.sample_BR0797	HIGH	102
ces	run_22.sample_BR0797	MODERATE	2501
ces	run_22.sample_BR0797	MODIFIER	720
ces	run_22.sample_BR0797	LOW	3584
ces	run_22.sample_BR0828	HIGH	110
ces	run_22.sample_BR0828	MODERATE	2410
ces	run_22.sample_BR0828	MODIFIER	703
ces	run_22.sample_BR0828	LOW	3573
ces	run_22.sample_BR0839	HIGH	109
ces	run_22.sample_BR0839	MODERATE	2512
ces	run_22.sample_BR0839	MODIFIER	728
ces	run_22.sample_BR0839	LOW	3744
ces	run_24.sample_15913291	HIGH	116
ces	run_24.sample_15913291	MODERATE	2599
ces	run_24.sample_15913291	MODIFIER	774
ces	run_24.sample_15913291	LOW	3775
wes	run_3.sample_116	HIGH	614
wes	run_3.sample_116	MODERATE	11122
wes	run_3.sample_116	MODIFIER	12510
wes	run_3.sample_116	LOW	12679
wes	run_3.sample_153	HIGH	623
wes	run_3.sample_153	MODERATE	11553
wes	run_3.sample_153	MODIFIER	12804
wes	run_3.sample_153	LOW	12830
wes	run_3.sample_163	HIGH	633
wes	run_3.sample_163	MODERATE	11241
wes	run_3.sample_163	MODIFIER	12895
wes	run_3.sample_163	LOW	13152
wes	run_3.sample_164	HIGH	658
wes	run_3.sample_164	MODERATE	11480
wes	run_3.sample_164	MODIFIER	12995
wes	run_3.sample_164	LOW	13206
wes	run_3.sample_165	HIGH	645
wes	run_3.sample_165	MODERATE	11200
wes	run_3.sample_165	MODIFIER	12730
wes	run_3.sample_165	LOW	13027
wes	run_3.sample_166	HIGH	621
wes	run_3.sample_166	MODERATE	11221
wes	run_3.sample_166	MODIFIER	13096
wes	run_3.sample_166	LOW	12971
wes	run_3.sample_167	HIGH	638
wes	run_3.sample_167	MODERATE	11445
wes	run_3.sample_167	MODIFIER	12816
wes	run_3.sample_167	LOW	12773
wes	run_3.sample_168	HIGH	630
wes	run_3.sample_168	MODERATE	11200
wes	run_3.sample_168	MODIFIER	12785
wes	run_3.sample_168	LOW	12655
wes	run_3.sample_93	HIGH	620
wes	run_3.sample_93	MODERATE	10951
wes	run_3.sample_93	MODIFIER	12413
wes	run_3.sample_93	LOW	12840
wes	run_3.sample_94	HIGH	611
wes	run_3.sample_94	MODERATE	11068
wes	run_3.sample_94	MODIFIER	12591
wes	run_3.sample_94	LOW	12656
wes	run_4.sample_113	HIGH	595
wes	run_4.sample_113	MODERATE	11140
wes	run_4.sample_113	MODIFIER	12335
wes	run_4.sample_113	LOW	12666
wes	run_4.sample_114	HIGH	617
wes	run_4.sample_114	MODERATE	11062
wes	run_4.sample_114	MODIFIER	12204
wes	run_4.sample_114	LOW	12668
wes	run_4.sample_117	HIGH	585
wes	run_4.sample_117	MODERATE	10756
wes	run_4.sample_117	MODIFIER	12097
wes	run_4.sample_117	LOW	12300
wes	run_4.sample_158	HIGH	575
wes	run_4.sample_158	MODERATE	10649
